0,4,8,16,2,16,32,128,2,4,8,32,2,0,8,8,1148,1
0,4,8,16,2,16,32,128,2,4,8,32,2,0,2,16,1152,3
0,0,8,16,2,4,32,128,2,16,8,32,4,4,2,16,1160,1
0,2,8,16,2,4,32,128,2,16,8,32,0,8,2,16,1164,2
4,2,8,16,0,4,32,128,4,16,8,32,0,8,2,16,1172,3
0,2,8,16,0,4,32,128,2,16,8,32,8,8,2,16,1188,1
2,2,8,16,0,4,32,128,2,16,8,32,0,16,2,16,1192,1
0,4,8,16,2,4,32,128,2,16,8,32,0,16,2,16,1236,2
4,8,8,16,0,32,32,128,0,0,8,32,0,2,2,16,1320,1
0,4,16,16,0,0,64,128,2,0,8,32,0,0,4,16,1352,1
0,0,4,32,0,0,64,128,0,2,8,32,2,0,4,16,1352,3
0,0,4,32,0,0,64,128,2,0,8,32,2,2,4,16,1356,1
2,0,4,32,0,0,64,128,0,2,8,32,0,4,4,16,1364,1
2,2,4,32,0,0,64,128,0,2,8,32,0,0,8,16,1384,3
2,0,0,32,0,0,4,128,0,0,64,32,2,4,16,16,1416,1
0,2,2,32,0,0,4,128,0,0,64,32,0,2,4,32,1484,2
0,4,2,32,0,0,4,128,2,0,64,64,0,0,4,0,1484,3
0,0,2,0,2,0,4,32,0,0,64,128,2,4,4,64,1492,1
0,0,0,2,0,2,4,32,0,0,64,128,2,2,8,64,1496,1
2,0,0,2,0,2,4,32,0,0,64,128,0,4,8,64,1500,1
0,0,0,4,0,2,4,32,0,2,64,128,0,4,8,64,1504,3
0,0,0,4,0,0,4,32,0,4,64,128,2,4,8,64,1512,3
0,0,0,4,2,0,4,32,0,0,64,128,2,8,8,64,1528,1
0,0,0,4,0,2,4,32,0,0,64,128,2,2,16,64,1532,3
0,0,0,4,2,0,4,32,0,0,64,128,2,4,16,64,1532,1
2,0,0,4,0,2,4,32,0,0,64,128,2,4,16,64,1532,1
0,0,2,4,0,2,4,32,0,2,64,128,2,4,16,64,1536,2
2,4,2,4,4,4,4,32,0,0,64,128,0,0,16,64,1544,1
2,4,2,4,0,4,8,32,0,2,64,128,0,0,16,64,1552,3
0,2,2,4,0,0,8,32,0,8,64,128,2,2,16,64,1552,2
2,2,2,4,0,8,8,32,0,2,64,128,0,2,16,64,1572,1
0,2,4,4,0,0,16,32,2,2,64,128,0,2,16,64,1584,1
0,0,2,8,0,2,16,32,0,4,64,128,0,2,16,64,1584,2
2,2,2,8,0,4,16,32,0,2,64,128,0,0,16,64,1588,1
0,2,4,8,0,4,16,32,0,2,64,128,0,2,16,64,1592,3
4,0,4,8,0,2,16,32,0,4,64,128,0,4,16,64,1600,3
